info function time diff
device_init init_hero_device 23.909697000 1.162529000
offload_wait __tgt_rtl_run_target_team_region 25.072226000 0.002847000
offload_return __tgt_rtl_run_target_team_region 25.075073000 77.103781000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 102.178854000 0.279690000
enter_omp-gemm-256-256-256 dgemm_nt_kern 102.458544000 0.024122000
offload_wait __tgt_rtl_run_target_team_region 102.482666000 0.091454000
offload_return __tgt_rtl_run_target_team_region 102.574120000 0.010560000
exit_omp-256-256-256 dgemm_nt_kern 102.584680000 8.345577000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 110.930257000 0.294201000
enter_omp-gemm-256-256-256 dgemm_nt_kern 111.224458000 0.013368000
offload_wait __tgt_rtl_run_target_team_region 111.237826000 0.080954000
offload_return __tgt_rtl_run_target_team_region 111.318780000 0.010601000
exit_omp-256-256-256 dgemm_nt_kern 111.329381000 8.133207000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 119.462588000 0.089586000
enter_omp-gemm-256-256-256 dgemm_nt_kern 119.552174000 0.012977000
offload_wait __tgt_rtl_run_target_team_region 119.565151000 0.095903000
offload_return __tgt_rtl_run_target_team_region 119.661054000 0.010140000
exit_omp-256-256-256 dgemm_nt_kern 119.671194000 8.304653000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 127.975847000 0.268395000
enter_omp-gemm-256-256-256 dgemm_nt_kern 128.244242000 0.014348000
offload_wait __tgt_rtl_run_target_team_region 128.258590000 0.094445000
offload_return __tgt_rtl_run_target_team_region 128.353035000 0.010133000
exit_omp-256-256-256 dgemm_nt_kern 128.363168000 8.079272000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 136.442440000 0.086616000
enter_omp-gemm-256-256-256 dgemm_nt_kern 136.529056000 0.014470000
offload_wait __tgt_rtl_run_target_team_region 136.543526000 0.095910000
offload_return __tgt_rtl_run_target_team_region 136.639436000 0.010163000
exit_omp-256-256-256 dgemm_nt_kern 136.649599000 8.278296000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 144.927895000 0.274902000
enter_omp-gemm-256-256-256 dgemm_nt_kern 145.202797000 0.015468000
offload_wait __tgt_rtl_run_target_team_region 145.218265000 0.093464000
offload_return __tgt_rtl_run_target_team_region 145.311729000 0.010063000
exit_omp-256-256-256 dgemm_nt_kern 145.321792000 8.387667000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 153.709459000 0.088320000
enter_omp-gemm-256-256-256 dgemm_nt_kern 153.797779000 0.013430000
offload_wait __tgt_rtl_run_target_team_region 153.811209000 0.095847000
offload_return __tgt_rtl_run_target_team_region 153.907056000 0.013085000
exit_omp-256-256-256 dgemm_nt_kern 153.920141000 8.416046000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 162.336187000 0.260115000
enter_omp-gemm-256-256-256 dgemm_nt_kern 162.596302000 0.013325000
offload_wait __tgt_rtl_run_target_team_region 162.609627000 0.086862000
offload_return __tgt_rtl_run_target_team_region 162.696489000 0.010591000
exit_omp-256-256-256 dgemm_nt_kern 162.707080000 8.053827000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 170.760907000 0.091051000
enter_omp-gemm-256-256-256 dgemm_nt_kern 170.851958000 0.012883000
offload_wait __tgt_rtl_run_target_team_region 170.864841000 0.093978000
offload_return __tgt_rtl_run_target_team_region 170.958819000 0.010158000
exit_omp-256-256-256 dgemm_nt_kern 170.968977000 8.251675000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 179.220652000 0.275980000
enter_omp-gemm-256-256-256 dgemm_nt_kern 179.496632000 0.012929000
offload_wait __tgt_rtl_run_target_team_region 179.509561000 0.094843000
offload_return __tgt_rtl_run_target_team_region 179.604404000 0.010130000
exit_omp-256-256-256 dgemm_nt_kern 179.614534000 8.086491000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 187.701025000 0.092898000
enter_omp-gemm-256-256-256 dgemm_nt_kern 187.793923000 0.015013000
offload_wait __tgt_rtl_run_target_team_region 187.808936000 0.093386000
offload_return __tgt_rtl_run_target_team_region 187.902322000 0.010056000
exit_omp-256-256-256 dgemm_nt_kern 187.912378000 8.297298000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 196.209676000 0.279059000
enter_omp-gemm-256-256-256 dgemm_nt_kern 196.488735000 0.012789000
offload_wait __tgt_rtl_run_target_team_region 196.501524000 0.086444000
offload_return __tgt_rtl_run_target_team_region 196.587968000 0.010490000
exit_omp-256-256-256 dgemm_nt_kern 196.598458000 8.124341000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 204.722799000 0.092057000
enter_omp-gemm-256-256-256 dgemm_nt_kern 204.814856000 0.017459000
offload_wait __tgt_rtl_run_target_team_region 204.832315000 0.091359000
offload_return __tgt_rtl_run_target_team_region 204.923674000 0.010002000
exit_omp-256-256-256 dgemm_nt_kern 204.933676000 8.286894000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 213.220570000 0.266570000
enter_omp-gemm-256-256-256 dgemm_nt_kern 213.487140000 0.013594000
offload_wait __tgt_rtl_run_target_team_region 213.500734000 0.089453000
offload_return __tgt_rtl_run_target_team_region 213.590187000 0.014957000
exit_omp-256-256-256 dgemm_nt_kern 213.605144000 8.193330000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 221.798474000 0.093234000
enter_omp-gemm-256-256-256 dgemm_nt_kern 221.891708000 0.013878000
offload_wait __tgt_rtl_run_target_team_region 221.905586000 0.091491000
offload_return __tgt_rtl_run_target_team_region 221.997077000 0.011048000
exit_omp-256-256-256 dgemm_nt_kern 222.008125000 8.247978000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 230.256103000 0.259280000
enter_omp-gemm-256-256-256 dgemm_nt_kern 230.515383000 0.014852000
offload_wait __tgt_rtl_run_target_team_region 230.530235000 0.080321000
offload_return __tgt_rtl_run_target_team_region 230.610556000 0.011031000
exit_omp-256-256-256 dgemm_nt_kern 230.621587000 8.043915000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 238.665502000 0.089647000
enter_omp-gemm-256-256-256 dgemm_nt_kern 238.755149000 0.013431000
offload_wait __tgt_rtl_run_target_team_region 238.768580000 0.094799000
offload_return __tgt_rtl_run_target_team_region 238.863379000 0.009857000
exit_omp-256-256-256 dgemm_nt_kern 238.873236000 8.247042000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 247.120278000 0.261207000
enter_omp-gemm-256-256-256 dgemm_nt_kern 247.381485000 0.014445000
offload_wait __tgt_rtl_run_target_team_region 247.395930000 0.093933000
offload_return __tgt_rtl_run_target_team_region 247.489863000 0.010109000
exit_omp-256-256-256 dgemm_nt_kern 247.499972000 8.096361000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 255.596333000 0.097095000
enter_omp-gemm-256-256-256 dgemm_nt_kern 255.693428000 0.016867000
offload_wait __tgt_rtl_run_target_team_region 255.710295000 0.093486000
offload_return __tgt_rtl_run_target_team_region 255.803781000 0.010093000
exit_omp-256-256-256 dgemm_nt_kern 255.813874000 8.258670000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 264.072544000 0.270589000
enter_omp-gemm-256-256-256 dgemm_nt_kern 264.343133000 0.014932000
offload_wait __tgt_rtl_run_target_team_region 264.358065000 0.090317000
offload_return __tgt_rtl_run_target_team_region 264.448382000 0.010997000
exit_omp-256-256-256 dgemm_nt_kern 264.459379000 8.060492000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 272.519871000 0.098695000
enter_omp-gemm-256-256-256 dgemm_nt_kern 272.618566000 0.017865000
offload_wait __tgt_rtl_run_target_team_region 272.636431000 0.094842000
offload_return __tgt_rtl_run_target_team_region 272.731273000 0.010878000
exit_omp-256-256-256 dgemm_nt_kern 272.742151000 8.276692000
data_in_copy_map-gemm-256-256-25dgemm_nt_kern dgemm_nt_kern 281.018843000 0.270570000
enter_omp-gemm-256-256-256 dgemm_nt_kern 281.289413000 0.013323000
offload_wait __tgt_rtl_run_target_team_region 281.302736000 0.090311000
offload_return __tgt_rtl_run_target_team_region 281.393047000 0.009963000
exit_omp-256-256-256 dgemm_nt_kern 281.403010000 8.075435000
